date,time,product_name,category,price,quantity,total,region,sales_type,payment_method,customer_type,discount,profit
19-03-2026,18:22:18,Belt,Accessories,891,1,756,Pune,Online,Card,New,135,154
19-03-2026,12:14:23,Backpack,Accessories,1388,3,3602,Bangalore,Offline,Card,Returning,562,1358
19-03-2026,14:08:41,Pizza,Food,117,1,108,Hyderabad,Offline,Cash,New,9,36
19-03-2026,20:49:19,TV,Electronics,63159,5,299552,Bangalore,Offline,Cash,Returning,16243,97575
19-03-2026,12:31:36,Oil,Grocery,406,2,769,Delhi,Offline,Card,Returning,43,265
19-03-2026,13:12:13,Backpack,Accessories,2556,5,11036,Pune,Offline,Card,Returning,1744,2442
19-03-2026,19:12:18,Watch,Accessories,1918,2,3227,Mumbai,Offline,Cash,Returning,609,1247
19-03-2026,19:56:39,Flour,Grocery,475,2,788,Pune,Offline,UPI,New,162,274
19-03-2026,20:23:25,Rice,Grocery,162,4,616,Bangalore,Offline,UPI,New,32,246
19-03-2026,14:52:25,Burger,Food,398,5,1978,Hyderabad,Offline,UPI,New,12,721
19-03-2026,12:13:04,Sunglasses,Accessories,1861,1,1658,Delhi,Offline,UPI,Returning,203,464
20-03-2026,14:24:27,Flour,Grocery,505,4,1970,Delhi,Online,Cash,New,50,765
20-03-2026,12:16:04,Smartphone,Electronics,51489,1,49500,Hyderabad,Offline,Cash,New,1989,15108
20-03-2026,21:09:53,Pizza,Food,335,5,1480,Delhi,Online,Cash,New,195,339
20-03-2026,14:52:54,Vegetables,Grocery,548,3,1421,Pune,Offline,UPI,New,223,448
20-03-2026,13:03:51,Wallet,Accessories,2303,4,7952,Mumbai,Offline,Cash,Returning,1260,2341
20-03-2026,13:35:59,Backpack,Accessories,334,4,1173,Hyderabad,Online,Cash,New,163,429
21-03-2026,13:58:35,Vegetables,Grocery,435,1,354,Delhi,Online,Cash,Returning,81,99
21-03-2026,12:32:08,Keyboard,Electronics,89498,5,444756,Mumbai,Online,Cash,Returning,2734,177206
21-03-2026,19:58:36,TV,Electronics,11605,4,41112,Bangalore,Online,UPI,Returning,5308,10392
21-03-2026,18:54:00,Oil,Grocery,524,2,933,Bangalore,Online,UPI,New,115,232
21-03-2026,21:11:20,T-shirt,Fashion,1319,3,3689,Hyderabad,Offline,Card,New,268,970
21-03-2026,18:26:46,T-shirt,Fashion,4133,3,11578,Delhi,Online,Cash,Returning,821,3952
21-03-2026,20:52:07,Oil,Grocery,148,3,373,Bangalore,Online,UPI,Returning,71,115
22-03-2026,13:08:09,Keyboard,Electronics,18967,4,74585,Mumbai,Offline,UPI,Returning,1283,24537
22-03-2026,21:07:11,Rice,Grocery,897,2,1593,Hyderabad,Online,Cash,New,201,335
22-03-2026,14:28:04,Vegetables,Grocery,125,3,349,Delhi,Online,Cash,New,26,122
22-03-2026,12:56:11,TV,Electronics,95215,1,77942,Bangalore,Offline,Cash,Returning,17273,20818
22-03-2026,18:23:03,Sneakers,Fashion,3243,4,12362,Pune,Online,Card,Returning,610,4488
22-03-2026,12:03:54,Watch,Accessories,2125,1,2026,Delhi,Online,Card,Returning,99,615
22-03-2026,12:56:31,Wallet,Accessories,1704,4,6802,Mumbai,Online,Card,New,14,1765
23-03-2026,19:05:56,Sunglasses,Accessories,2653,3,6713,Mumbai,Online,UPI,New,1246,1444
23-03-2026,13:14:33,Headphones,Electronics,30007,1,25630,Delhi,Offline,Card,New,4377,6152
23-03-2026,20:35:14,Sneakers,Fashion,4606,4,15876,Bangalore,Offline,Card,New,2548,4208
23-03-2026,12:04:25,Vegetables,Grocery,74,1,60,Delhi,Online,Card,New,14,14
23-03-2026,12:29:03,TV,Electronics,36253,2,63573,Hyderabad,Online,Cash,New,8933,23848
23-03-2026,20:59:24,Laptop,Electronics,98700,3,276469,Hyderabad,Offline,UPI,Returning,19631,80615
23-03-2026,20:42:30,Oil,Grocery,731,4,2627,Delhi,Offline,Cash,Returning,297,795
23-03-2026,13:00:36,Headphones,Electronics,15662,3,46481,Delhi,Offline,Cash,New,505,13733
23-03-2026,21:19:21,Watch,Accessories,777,4,3060,Pune,Offline,Card,New,48,843
23-03-2026,14:03:47,Pasta,Food,313,5,1490,Delhi,Offline,UPI,Returning,75,536
23-03-2026,20:12:04,Pasta,Food,171,1,151,Pune,Offline,Card,Returning,20,38
23-03-2026,19:02:43,Laptop,Electronics,81792,3,199557,Pune,Online,UPI,New,45819,52797
24-03-2026,20:10:41,Sandwich,Food,248,3,657,Bangalore,Online,Card,Returning,87,162
24-03-2026,21:45:02,Sunglasses,Accessories,1140,3,3388,Mumbai,Offline,Cash,Returning,32,980
24-03-2026,21:30:45,Smartphone,Electronics,52118,5,231668,Pune,Online,UPI,New,28922,80967
24-03-2026,21:42:41,Keyboard,Electronics,64066,1,59198,Delhi,Offline,Cash,New,4868,20123
24-03-2026,20:36:17,Wallet,Accessories,1283,2,2361,Pune,Online,Cash,Returning,205,569
24-03-2026,21:08:29,Biryani,Food,469,4,1636,Hyderabad,Online,Card,Returning,240,514
24-03-2026,18:37:35,Pizza,Food,308,1,264,Delhi,Online,Cash,Returning,44,53
24-03-2026,20:12:00,Flour,Grocery,994,3,2839,Mumbai,Offline,Cash,New,143,633
24-03-2026,20:26:44,Biryani,Food,451,3,1333,Pune,Offline,Cash,New,20,429
24-03-2026,21:46:24,Headphones,Electronics,94116,4,354425,Hyderabad,Online,Card,New,22039,106761
24-03-2026,20:09:18,Biryani,Food,330,1,315,Hyderabad,Offline,Card,Returning,15,63
25-03-2026,12:38:23,Flour,Grocery,603,1,573,Mumbai,Online,UPI,Returning,30,194
25-03-2026,19:13:31,Sneakers,Fashion,1871,4,6520,Pune,Online,Cash,New,964,2261
25-03-2026,12:59:32,Sandwich,Food,208,1,202,Hyderabad,Offline,UPI,New,6,63
25-03-2026,14:47:58,Milk,Grocery,789,4,3112,Mumbai,Offline,UPI,New,44,858
25-03-2026,19:47:50,Watch,Accessories,2126,2,3439,Hyderabad,Offline,UPI,New,813,702
25-03-2026,12:04:20,T-shirt,Fashion,810,4,2656,Pune,Online,Cash,New,584,1052
25-03-2026,21:19:48,Jacket,Fashion,932,3,2529,Hyderabad,Online,Card,New,267,796
25-03-2026,20:20:10,Sneakers,Fashion,2196,4,7081,Pune,Online,Card,Returning,1703,1877
25-03-2026,12:37:05,Backpack,Accessories,339,4,1211,Hyderabad,Online,Cash,Returning,145,474
25-03-2026,21:38:13,Rice,Grocery,446,1,400,Pune,Online,UPI,New,46,85
26-03-2026,12:49:29,Smartphone,Electronics,83866,3,216098,Bangalore,Online,UPI,Returning,35500,43698
26-03-2026,21:19:28,Flour,Grocery,571,5,2427,Pune,Offline,UPI,Returning,428,547
26-03-2026,12:16:42,Rice,Grocery,297,2,488,Mumbai,Offline,UPI,New,106,101
26-03-2026,13:31:08,Sandwich,Food,106,4,371,Hyderabad,Offline,UPI,Returning,53,142
26-03-2026,12:41:35,Pasta,Food,204,5,941,Pune,Online,UPI,Returning,79,292
26-03-2026,12:39:15,Sandwich,Food,305,1,261,Hyderabad,Offline,UPI,New,44,64
26-03-2026,14:59:12,Keyboard,Electronics,85354,1,72577,Bangalore,Online,Cash,New,12777,14802
26-03-2026,20:41:40,Wallet,Accessories,2638,4,9685,Bangalore,Online,Cash,New,867,3116
26-03-2026,12:55:17,Burger,Food,397,1,375,Delhi,Offline,Cash,Returning,22,105
26-03-2026,21:38:12,Flour,Grocery,232,4,865,Bangalore,Offline,Card,New,63,313
26-03-2026,13:13:16,Jeans,Fashion,2631,2,4337,Hyderabad,Offline,Cash,New,925,1680
27-03-2026,12:56:30,Watch,Accessories,1889,1,1639,Pune,Offline,Card,New,250,530
27-03-2026,19:45:00,Keyboard,Electronics,34799,3,89765,Delhi,Offline,UPI,Returning,14632,30755
27-03-2026,13:17:14,Flour,Grocery,617,5,2483,Pune,Online,Card,New,602,961
27-03-2026,21:04:27,TV,Electronics,71801,5,328557,Pune,Online,Cash,New,30448,72923
27-03-2026,18:44:50,Wallet,Accessories,905,1,758,Mumbai,Online,UPI,Returning,147,178
27-03-2026,14:44:15,Rice,Grocery,413,2,700,Bangalore,Offline,Cash,New,126,276
27-03-2026,19:57:51,Oil,Grocery,172,3,473,Hyderabad,Offline,Cash,New,43,143
27-03-2026,14:33:56,Jeans,Fashion,4284,5,19476,Bangalore,Offline,Card,New,1944,6404
28-03-2026,13:27:35,Sandwich,Food,471,4,1774,Hyderabad,Offline,Card,New,110,493
28-03-2026,13:02:19,Sneakers,Fashion,2093,5,10441,Bangalore,Offline,Cash,New,24,4155
28-03-2026,18:57:10,Watch,Accessories,287,3,774,Hyderabad,Offline,Cash,New,87,192
28-03-2026,21:38:25,Vegetables,Grocery,356,3,979,Pune,Online,UPI,New,89,339
28-03-2026,14:05:13,Sneakers,Fashion,1961,1,1933,Delhi,Offline,Cash,Returning,28,722
28-03-2026,14:57:38,Jeans,Fashion,2228,5,10455,Mumbai,Online,Card,Returning,685,2264
28-03-2026,20:06:07,Shirt,Fashion,4422,5,20205,Pune,Online,Cash,New,1905,5607
28-03-2026,21:10:15,Burger,Food,282,5,1236,Delhi,Online,Cash,Returning,174,469
29-03-2026,12:43:34,Headphones,Electronics,41961,5,201262,Delhi,Online,UPI,Returning,8543,43693
29-03-2026,14:51:10,Jeans,Fashion,2477,5,12342,Bangalore,Offline,Cash,New,43,2597
29-03-2026,19:01:04,Milk,Grocery,934,5,4445,Bangalore,Online,UPI,New,225,1506
29-03-2026,19:10:47,Milk,Grocery,709,4,2282,Hyderabad,Online,Card,New,554,784
29-03-2026,12:01:23,Sunglasses,Accessories,2421,3,6503,Pune,Online,UPI,Returning,760,1883
29-03-2026,13:50:12,Oil,Grocery,677,4,2593,Pune,Offline,Cash,Returning,115,852
29-03-2026,14:17:06,Shirt,Fashion,3047,1,2920,Mumbai,Online,Cash,New,127,883
29-03-2026,20:18:20,Headphones,Electronics,35140,1,32721,Hyderabad,Online,UPI,Returning,2419,12377
29-03-2026,12:35:21,Sunglasses,Accessories,2246,4,7470,Mumbai,Offline,Cash,New,1514,1511
29-03-2026,20:20:07,Milk,Grocery,117,3,316,Pune,Online,UPI,New,35,107
30-03-2026,13:43:25,Jacket,Fashion,2332,5,9466,Mumbai,Online,Card,New,2194,2553
30-03-2026,21:28:10,Belt,Accessories,2457,4,9346,Mumbai,Online,Cash,Returning,482,2754
30-03-2026,20:08:05,Sunglasses,Accessories,2473,4,8732,Delhi,Online,Cash,Returning,1160,2237
30-03-2026,21:20:02,Jacket,Fashion,4452,5,19254,Hyderabad,Offline,Card,New,3006,5847
30-03-2026,19:29:38,Milk,Grocery,786,2,1458,Delhi,Offline,Cash,Returning,114,403
30-03-2026,20:08:39,Laptop,Electronics,51588,2,100083,Pune,Offline,UPI,New,3093,22065
30-03-2026,13:30:30,Pizza,Food,128,3,347,Hyderabad,Online,UPI,Returning,37,74
30-03-2026,12:55:17,Sunglasses,Accessories,2147,5,10099,Bangalore,Online,Cash,New,636,2091
30-03-2026,14:52:18,Vegetables,Grocery,617,3,1507,Mumbai,Online,Card,Returning,344,456
30-03-2026,18:42:17,Pizza,Food,167,3,406,Hyderabad,Online,Cash,New,95,158
31-03-2026,13:05:28,Backpack,Accessories,1120,4,4448,Mumbai,Online,Card,Returning,32,1725
31-03-2026,18:18:40,Milk,Grocery,695,4,2635,Bangalore,Online,Card,New,145,692
31-03-2026,18:47:14,Backpack,Accessories,1659,1,1461,Pune,Online,Card,Returning,198,393
31-03-2026,21:07:45,Pizza,Food,418,4,1361,Mumbai,Online,UPI,Returning,311,273
31-03-2026,14:10:38,Milk,Grocery,499,3,1461,Bangalore,Online,UPI,Returning,36,380
31-03-2026,19:11:36,Belt,Accessories,1379,4,5355,Delhi,Online,UPI,Returning,161,1391
31-03-2026,14:21:52,Pasta,Food,349,4,1224,Pune,Online,UPI,New,172,469
01-04-2026,14:48:00,Shirt,Fashion,2588,1,2146,Bangalore,Online,UPI,Returning,442,614
01-04-2026,13:54:48,Sandwich,Food,114,4,408,Hyderabad,Offline,UPI,Returning,48,162
01-04-2026,14:30:54,Flour,Grocery,661,1,589,Delhi,Offline,UPI,New,72,201
01-04-2026,21:26:31,Shirt,Fashion,600,4,2319,Mumbai,Online,Cash,Returning,81,484
01-04-2026,13:56:23,Sneakers,Fashion,4387,2,8011,Hyderabad,Online,UPI,New,763,2800
01-04-2026,19:02:26,Flour,Grocery,351,1,337,Pune,Online,UPI,Returning,14,85
01-04-2026,19:58:56,Watch,Accessories,1236,3,3212,Bangalore,Offline,Card,Returning,496,1105
01-04-2026,12:42:01,TV,Electronics,71726,5,356530,Mumbai,Online,Card,Returning,2100,105055
01-04-2026,21:49:37,TV,Electronics,28210,3,69148,Pune,Offline,Cash,Returning,15482,20965
01-04-2026,18:14:50,Belt,Accessories,2223,5,9334,Delhi,Online,Cash,Returning,1781,2105
01-04-2026,18:24:49,Shirt,Fashion,2352,1,1958,Pune,Offline,UPI,New,394,527
01-04-2026,21:50:23,Backpack,Accessories,2112,1,1979,Bangalore,Offline,Cash,Returning,133,535
01-04-2026,13:00:03,Oil,Grocery,432,1,392,Bangalore,Online,Card,Returning,40,114
01-04-2026,20:52:12,Biryani,Food,287,1,269,Hyderabad,Offline,Cash,New,18,55
02-04-2026,14:51:34,Smartphone,Electronics,10331,5,43762,Pune,Online,Cash,New,7893,16282
02-04-2026,12:52:33,Sandwich,Food,292,3,847,Mumbai,Online,Card,Returning,29,284
02-04-2026,12:27:05,Sandwich,Food,410,1,403,Bangalore,Online,Card,Returning,7,106
02-04-2026,19:33:33,Sneakers,Fashion,4765,3,14093,Delhi,Online,Cash,Returning,202,4327
02-04-2026,14:41:09,Jacket,Fashion,2537,2,4809,Hyderabad,Offline,Cash,Returning,265,1122
03-04-2026,18:01:29,Rice,Grocery,592,4,1905,Pune,Online,Cash,Returning,463,658
03-04-2026,12:16:51,Shirt,Fashion,4371,1,3514,Bangalore,Online,Cash,New,857,933
03-04-2026,13:48:33,TV,Electronics,94350,4,366242,Hyderabad,Offline,UPI,New,11158,98099
03-04-2026,13:27:10,Jacket,Fashion,4960,1,4581,Delhi,Online,UPI,New,379,1081
03-04-2026,12:28:50,Biryani,Food,435,5,1796,Hyderabad,Offline,UPI,Returning,379,447
03-04-2026,20:22:54,Rice,Grocery,333,1,268,Delhi,Online,Card,New,65,57
03-04-2026,18:50:54,Watch,Accessories,1148,5,5311,Hyderabad,Online,Cash,New,429,1096
03-04-2026,19:42:07,Shirt,Fashion,1505,3,4283,Mumbai,Offline,Card,New,232,1243
03-04-2026,18:55:34,Belt,Accessories,654,1,612,Hyderabad,Online,Cash,Returning,42,168
03-04-2026,21:13:00,Milk,Grocery,150,3,409,Pune,Online,UPI,Returning,41,115
03-04-2026,14:07:05,Vegetables,Grocery,68,3,172,Mumbai,Online,Cash,New,32,55
04-04-2026,19:32:49,Biryani,Food,131,1,119,Pune,Online,Cash,Returning,12,27
04-04-2026,19:11:37,Keyboard,Electronics,30662,2,55692,Hyderabad,Online,UPI,Returning,5632,12442
04-04-2026,13:06:53,Wallet,Accessories,1290,2,2277,Mumbai,Offline,Cash,New,303,555
04-04-2026,18:45:36,Keyboard,Electronics,68031,4,221569,Mumbai,Online,Cash,Returning,50555,69747
04-04-2026,19:11:40,Keyboard,Electronics,40540,3,112550,Bangalore,Offline,UPI,New,9070,23472
04-04-2026,21:08:29,Keyboard,Electronics,89860,2,159089,Pune,Offline,UPI,Returning,20631,61767
04-04-2026,19:05:54,Vegetables,Grocery,371,3,955,Bangalore,Offline,Cash,New,158,332
04-04-2026,19:51:26,Jeans,Fashion,3672,5,18134,Delhi,Online,Card,Returning,226,6809
04-04-2026,13:03:34,Headphones,Electronics,64133,5,318587,Bangalore,Online,Cash,New,2078,67697
04-04-2026,14:37:26,T-shirt,Fashion,4583,3,13244,Hyderabad,Online,UPI,Returning,505,3435
04-04-2026,13:10:17,Jacket,Fashion,501,3,1401,Bangalore,Offline,Card,New,102,460
05-04-2026,14:52:44,Sunglasses,Accessories,771,5,3322,Delhi,Offline,Cash,Returning,533,1318
05-04-2026,20:15:05,T-shirt,Fashion,3236,3,7920,Delhi,Offline,Cash,Returning,1788,2224
05-04-2026,13:41:30,Biryani,Food,371,3,1106,Pune,Online,Cash,New,7,422
05-04-2026,19:57:45,Milk,Grocery,724,4,2861,Hyderabad,Offline,Cash,Returning,35,902
05-04-2026,14:48:02,Jeans,Fashion,2738,1,2253,Bangalore,Online,Cash,New,485,614
05-04-2026,21:45:09,Sunglasses,Accessories,2026,4,6779,Bangalore,Online,UPI,Returning,1325,1671
06-04-2026,21:18:28,Laptop,Electronics,24924,4,81415,Mumbai,Online,UPI,Returning,18281,29414
06-04-2026,19:48:02,Burger,Food,183,5,733,Delhi,Offline,Card,New,182,278
06-04-2026,19:41:33,Flour,Grocery,537,4,1960,Bangalore,Online,UPI,New,188,455
06-04-2026,14:28:55,Smartphone,Electronics,30082,2,57893,Hyderabad,Online,Cash,Returning,2271,21565
06-04-2026,13:10:31,Biryani,Food,154,5,682,Mumbai,Online,Cash,New,88,230
07-04-2026,12:49:00,T-shirt,Fashion,2489,1,2141,Delhi,Online,UPI,Returning,348,808
07-04-2026,20:45:39,Pasta,Food,472,4,1741,Mumbai,Online,Card,New,147,367
07-04-2026,20:26:32,Rice,Grocery,207,4,822,Pune,Offline,Cash,Returning,6,213
07-04-2026,18:59:00,Laptop,Electronics,45297,5,206798,Mumbai,Offline,Card,Returning,19687,51314
07-04-2026,12:32:40,Laptop,Electronics,77698,3,198078,Hyderabad,Online,Cash,Returning,35016,64017
08-04-2026,21:30:09,Shirt,Fashion,1461,1,1203,Hyderabad,Offline,Card,New,258,354
08-04-2026,14:30:28,Flour,Grocery,398,4,1560,Pune,Online,Card,Returning,32,340
08-04-2026,18:10:39,Headphones,Electronics,94484,2,169387,Delhi,Offline,Cash,New,19581,34454
08-04-2026,14:35:40,Pasta,Food,333,2,539,Delhi,Online,Cash,New,127,119
08-04-2026,21:30:06,Sandwich,Food,250,3,682,Mumbai,Offline,Card,New,68,215
08-04-2026,19:25:33,TV,Electronics,80241,2,133646,Mumbai,Offline,Card,New,26836,53194
09-04-2026,20:53:39,Jeans,Fashion,1065,1,865,Delhi,Offline,Cash,New,200,222
09-04-2026,14:53:28,Rice,Grocery,758,4,2438,Pune,Offline,UPI,Returning,594,901
09-04-2026,20:42:22,Rice,Grocery,475,3,1363,Delhi,Offline,Card,New,62,453
09-04-2026,12:47:52,Pizza,Food,162,3,472,Delhi,Online,UPI,Returning,14,178
09-04-2026,12:30:03,Milk,Grocery,102,2,178,Pune,Online,UPI,Returning,26,41
09-04-2026,19:46:14,TV,Electronics,59294,4,209385,Hyderabad,Online,UPI,Returning,27791,60574
09-04-2026,14:29:49,Sneakers,Fashion,3249,2,5604,Mumbai,Online,UPI,New,894,1503
09-04-2026,14:32:42,Vegetables,Grocery,928,3,2507,Mumbai,Offline,Cash,Returning,277,555
09-04-2026,12:09:22,Sandwich,Food,142,3,362,Delhi,Online,Cash,Returning,64,112
09-04-2026,14:23:37,Smartphone,Electronics,7990,4,30330,Pune,Online,Cash,Returning,1630,10070
09-04-2026,21:43:19,Pasta,Food,464,2,751,Pune,Online,Card,Returning,177,206
09-04-2026,12:36:29,Watch,Accessories,2521,5,10464,Mumbai,Online,Cash,Returning,2141,3005
09-04-2026,13:34:13,T-shirt,Fashion,915,4,2989,Hyderabad,Offline,UPI,New,671,1131
09-04-2026,19:13:47,Burger,Food,334,2,617,Delhi,Offline,Cash,Returning,51,145
10-04-2026,19:37:31,Backpack,Accessories,2735,4,9292,Delhi,Online,Card,Returning,1648,3032
10-04-2026,13:06:50,Milk,Grocery,220,4,797,Bangalore,Online,Card,New,83,230
10-04-2026,21:43:04,Flour,Grocery,171,1,138,Hyderabad,Offline,UPI,New,33,52
10-04-2026,14:53:01,Rice,Grocery,648,4,2373,Bangalore,Offline,UPI,New,219,937
10-04-2026,20:02:52,Sneakers,Fashion,1627,4,6028,Pune,Online,UPI,New,480,1357
10-04-2026,14:52:34,Burger,Food,175,3,491,Pune,Offline,Card,Returning,34,181
10-04-2026,12:50:37,Pasta,Food,114,4,393,Bangalore,Online,Cash,New,63,106
10-04-2026,12:22:39,Sunglasses,Accessories,612,4,2165,Mumbai,Online,Cash,New,283,487
10-04-2026,14:39:24,Headphones,Electronics,45595,1,43029,Mumbai,Offline,UPI,Returning,2566,10589
10-04-2026,20:06:24,Shirt,Fashion,3220,4,12621,Delhi,Offline,Card,Returning,259,4299
10-04-2026,14:15:15,T-shirt,Fashion,3850,4,12506,Delhi,Online,Cash,New,2894,4638
10-04-2026,19:47:28,Keyboard,Electronics,39776,3,115484,Mumbai,Offline,Card,New,3844,37084
11-04-2026,18:48:04,Belt,Accessories,2958,1,2859,Delhi,Online,Cash,Returning,99,964
11-04-2026,12:36:35,Watch,Accessories,686,1,577,Delhi,Offline,UPI,New,109,166
11-04-2026,13:55:17,Sunglasses,Accessories,1558,3,4145,Hyderabad,Offline,Cash,New,529,1539
11-04-2026,18:38:20,Jacket,Fashion,2347,5,11242,Bangalore,Online,Card,Returning,493,3267
11-04-2026,13:27:51,Sneakers,Fashion,2163,4,8134,Hyderabad,Offline,Card,Returning,518,2763
11-04-2026,19:01:24,Belt,Accessories,464,5,1902,Mumbai,Offline,Card,Returning,418,400
11-04-2026,19:55:27,Sneakers,Fashion,4120,4,16001,Bangalore,Online,Card,New,479,6250
11-04-2026,21:54:08,Sandwich,Food,124,2,234,Hyderabad,Offline,Card,New,14,70
11-04-2026,20:53:33,Pasta,Food,450,4,1796,Pune,Online,Card,New,4,673
11-04-2026,19:42:00,Rice,Grocery,459,1,427,Pune,Offline,Card,Returning,32,108
11-04-2026,13:08:33,Smartphone,Electronics,32106,3,79265,Bangalore,Offline,Cash,New,17053,15866
11-04-2026,14:54:46,Wallet,Accessories,1377,1,1370,Hyderabad,Offline,Card,New,7,532
12-04-2026,19:40:27,Backpack,Accessories,2930,4,10358,Pune,Offline,UPI,Returning,1362,3170
12-04-2026,20:02:51,Sneakers,Fashion,1893,4,7338,Mumbai,Online,UPI,Returning,234,1987
12-04-2026,21:44:23,Milk,Grocery,58,4,203,Bangalore,Offline,UPI,New,29,66
12-04-2026,20:13:36,Oil,Grocery,959,3,2546,Hyderabad,Online,UPI,Returning,331,1000
12-04-2026,13:26:43,Keyboard,Electronics,94442,5,396511,Delhi,Offline,Cash,Returning,75699,94050
12-04-2026,19:17:34,Vegetables,Grocery,548,4,1978,Delhi,Online,Cash,New,214,769
12-04-2026,21:27:09,Keyboard,Electronics,63403,1,51559,Pune,Offline,UPI,Returning,11844,17712
13-04-2026,18:03:49,Keyboard,Electronics,20459,5,89388,Hyderabad,Offline,UPI,Returning,12907,32114
13-04-2026,20:48:51,Belt,Accessories,1624,3,4231,Pune,Offline,Cash,Returning,641,1455
13-04-2026,21:36:13,Laptop,Electronics,85157,2,146313,Bangalore,Online,UPI,New,24001,32406
13-04-2026,18:42:53,Vegetables,Grocery,226,4,879,Hyderabad,Offline,UPI,Returning,25,194
13-04-2026,12:13:17,Headphones,Electronics,5259,5,23352,Mumbai,Online,Cash,New,2943,7109
14-04-2026,13:44:35,Sunglasses,Accessories,2920,2,5116,Mumbai,Online,UPI,Returning,724,1276
14-04-2026,18:42:12,Burger,Food,239,2,428,Delhi,Online,UPI,Returning,50,87
14-04-2026,14:10:42,Flour,Grocery,274,5,1174,Mumbai,Online,Card,New,196,292
14-04-2026,18:34:14,Flour,Grocery,357,5,1506,Delhi,Online,UPI,Returning,279,324
14-04-2026,18:17:45,Oil,Grocery,767,4,2882,Hyderabad,Offline,Card,Returning,186,785
14-04-2026,14:18:23,TV,Electronics,80552,3,200928,Bangalore,Offline,UPI,Returning,40728,63753
14-04-2026,12:00:07,Jeans,Fashion,2594,4,10085,Pune,Offline,UPI,Returning,291,3916
14-04-2026,21:33:41,Laptop,Electronics,31236,3,90479,Pune,Offline,Cash,Returning,3229,32059
14-04-2026,13:55:18,Keyboard,Electronics,39604,2,73296,Delhi,Offline,UPI,New,5912,18638
14-04-2026,13:06:31,Pasta,Food,274,1,223,Delhi,Offline,UPI,Returning,51,64
14-04-2026,12:58:21,Pasta,Food,211,2,383,Hyderabad,Offline,UPI,Returning,39,99
14-04-2026,20:17:49,Belt,Accessories,299,2,598,Mumbai,Offline,Cash,Returning,0,157
15-04-2026,20:54:49,Flour,Grocery,926,2,1794,Delhi,Online,Card,Returning,58,477
15-04-2026,12:23:38,Pasta,Food,259,2,517,Hyderabad,Offline,Card,Returning,1,112
15-04-2026,12:07:47,Vegetables,Grocery,755,2,1290,Hyderabad,Online,Card,New,220,365
15-04-2026,20:59:55,Keyboard,Electronics,32496,1,29900,Delhi,Online,UPI,Returning,2596,9262
15-04-2026,14:23:06,T-shirt,Fashion,742,4,2725,Pune,Offline,Cash,New,243,570
15-04-2026,12:56:40,Sandwich,Food,125,3,303,Bangalore,Offline,Cash,Returning,72,86
15-04-2026,21:30:38,Shirt,Fashion,2040,4,7780,Delhi,Online,Card,Returning,380,3021
15-04-2026,12:13:30,Keyboard,Electronics,78640,3,215904,Mumbai,Online,UPI,Returning,20016,85171
15-04-2026,13:50:00,Sneakers,Fashion,3082,2,5970,Hyderabad,Online,UPI,New,194,1591
15-04-2026,14:02:14,Keyboard,Electronics,35179,3,93743,Hyderabad,Online,Cash,Returning,11794,36685
16-04-2026,20:50:47,Laptop,Electronics,18764,2,35925,Mumbai,Online,Card,New,1603,8821
16-04-2026,21:37:57,Belt,Accessories,2306,5,9933,Bangalore,Offline,Cash,New,1597,3164
16-04-2026,21:11:43,Flour,Grocery,934,5,4480,Bangalore,Online,Card,Returning,190,1041
16-04-2026,19:44:34,Vegetables,Grocery,277,2,476,Bangalore,Offline,Cash,New,78,128
16-04-2026,14:03:22,Jeans,Fashion,2834,3,7655,Mumbai,Offline,UPI,Returning,847,2020
16-04-2026,12:38:24,Laptop,Electronics,21455,4,76255,Mumbai,Online,Card,Returning,9565,23624
16-04-2026,18:29:29,TV,Electronics,41772,1,40665,Bangalore,Online,Cash,New,1107,15416
16-04-2026,18:20:33,Burger,Food,461,3,1330,Mumbai,Online,Cash,New,53,412
17-04-2026,21:39:57,Sandwich,Food,164,3,453,Bangalore,Online,Card,Returning,39,113
17-04-2026,12:17:35,TV,Electronics,56726,5,232883,Mumbai,Offline,UPI,Returning,50747,86018
17-04-2026,12:12:50,Sunglasses,Accessories,1264,2,2462,Hyderabad,Offline,UPI,New,66,770
17-04-2026,21:52:51,Flour,Grocery,526,5,2432,Bangalore,Online,Cash,Returning,198,776
17-04-2026,12:17:00,Jacket,Fashion,2646,4,10505,Bangalore,Offline,UPI,New,79,4065
17-04-2026,14:09:58,Biryani,Food,201,4,755,Mumbai,Online,UPI,Returning,49,236
17-04-2026,18:31:19,Biryani,Food,212,4,706,Delhi,Offline,UPI,Returning,142,263
17-04-2026,18:14:44,Burger,Food,322,5,1297,Delhi,Offline,Cash,New,313,306
17-04-2026,14:08:56,Flour,Grocery,677,5,3290,Pune,Online,Cash,New,95,798
17-04-2026,21:20:40,Rice,Grocery,794,1,739,Hyderabad,Online,Card,Returning,55,201
17-04-2026,19:51:27,Milk,Grocery,461,5,2004,Pune,Online,UPI,Returning,301,683
17-04-2026,13:54:29,Smartphone,Electronics,47940,4,181454,Pune,Offline,Card,New,10306,36947
17-04-2026,18:24:04,Laptop,Electronics,38442,5,180969,Delhi,Online,Cash,New,11241,40509
17-04-2026,13:47:19,T-shirt,Fashion,956,5,3829,Bangalore,Online,UPI,New,951,1014
18-04-2026,13:58:17,Sunglasses,Accessories,1972,3,5656,Bangalore,Offline,Cash,New,260,1356
